Facility_ID,ExternalID,Facility_Name,Address,City,State,Zip,Activity_Date,Violation_Description,Grade,Longitude,Latitude,x,y
FA0006116,827025,LUCKY CHEF CHEN,3542 INTERNATIONAL BLVD,OAKLAND,CA,94601,2024-02-06,Equipment/Utensils - approved installed clean g,Y,-122.22235974,37.77601087,-13605730.8498,"4547831.8052"
FA0006116,827026,LUCKY CHEF CHEN,3542 INTERNATIONAL BLVD,OAKLAND,CA,94601,2024-02-06,Adequate ventilation and lighting designated area,Y,-122.22235974,37.77601087,-13605730.8498,"4547831.8052"
FA0006116,827027,LUCKY CHEF CHEN,3542 INTERNATIONAL BLVD,OAKLAND,CA,94601,2024-02-06,Wiping cloths: properly used and stored,Y,-122.22235974,37.77601087,-13605730.8498,"4547831.8052"
FA0006116,827028,LUCKY CHEF CHEN,3542 INTERNATIONAL BLVD,OAKLAND,CA,94601,2024-02-06,Garbage and refuse properly disposed facilities m,Y,-122.22235974,37.77601087,-13605730.8498,"4547831.8052"
FA0006116,827029,LUCKY CHEF CHEN,3542 INTERNATIONAL BLVD,OAKLAND,CA,94601,2024-02-06,Premises personal/cleaning items vermin-proofing,Y,-122.22235974,37.77601087,-13605730.8498,"4547831.8052"
FA0005711,827145,MACARTHUR SHELL,3530 MACARTHUR BLVD,OAKLAND,CA,94619,2024-02-07,Adequate handwashing facilities supplied & accessi,G,-122.1998895,37.793421,-13603229.4741,"4550284.091"
FA0005711,827146,MACARTHUR SHELL,3530 MACARTHUR BLVD,OAKLAND,CA,94619,2024-02-07,Food storage food storage containers identified,G,-122.1998895,37.793421,-13603229.4741,"4550284.091"
FA0002404,827052,MARLEY G'S PIZZERIA,1330 PARK ST,ALAMEDA,CA,94501,2024-02-05,"Equipment, utensils and linens: storage and use",G,-122.2434315,37.763244,-13608076.5474,"4546033.9079"
FA0002404,827053,MARLEY G'S PIZZERIA,1330 PARK ST,ALAMEDA,CA,94501,2024-02-05,"Toilet facilities: properly constructed, supplied,",G,-122.2434315,37.763244,-13608076.5474,"4546033.9079"
FA0002404,827054,MARLEY G'S PIZZERIA,1330 PARK ST,ALAMEDA,CA,94501,2024-02-05,Premises personal/cleaning items vermin-proofing,G,-122.2434315,37.763244,-13608076.5474,"4546033.9079"
FA0002404,827055,MARLEY G'S PIZZERIA,1330 PARK ST,ALAMEDA,CA,94501,2024-02-05,Signs posted last inspection report available,G,-122.2434315,37.763244,-13608076.5474,"4546033.9079"
FA0330261,826920,MAX'S CAKES,1007 B ST,HAYWARD,CA,94541,2024-02-01,"Food in good condition, safe and unadulterated",G,-122.082336,37.672794,-13590143.4784,"4533305.1425"
FA0320475,826914,METRO TAQUERO,1063 B ST,HAYWARD,CA,94541,2024-01-31,Proper hot and cold holding temperatures,G,-122.0813055,37.673433,-13590028.7636,"4533395.0127"
FA0320475,826915,METRO TAQUERO,1063 B ST,HAYWARD,CA,94541,2024-01-31,"Equipment, utensils and linens: storage and use",G,-122.0813055,37.673433,-13590028.7636,"4533395.0127"
FA0323035,826975,MILK & COOKIE BAR,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,"Floors, walls and ceilings: built, maintained, and",G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0322846,826997,MOSLEY'S,2099 GRAND ST #3,ALAMEDA,CA,94501,2024-02-06,Hot and cold water available,G,-122.25213,37.778337,-13609044.86,"4548159.4164"
FA0322846,826998,MOSLEY'S,2099 GRAND ST #3,ALAMEDA,CA,94501,2024-02-06,Equipment/Utensils - approved installed clean g,G,-122.25213,37.778337,-13609044.86,"4548159.4164"
FA0322846,826999,MOSLEY'S,2099 GRAND ST #3,ALAMEDA,CA,94501,2024-02-06,Hot and cold water available,G,-122.25213,37.778337,-13609044.86,"4548159.4164"
FA0325559,827042,MOUNTAIN MIKE'S PIZZA,4870 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,Adequate handwashing facilities supplied & accessi,G,-122.262675,37.83549374,-13610218.724,"4556212.5901"
FA0325559,827043,MOUNTAIN MIKE'S PIZZA,4870 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,Proper hot and cold holding temperatures,G,-122.262675,37.83549374,-13610218.724,"4556212.5901"
FA0325559,827044,MOUNTAIN MIKE'S PIZZA,4870 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,Food separated and protected,G,-122.262675,37.83549374,-13610218.724,"4556212.5901"
FA0325559,827045,MOUNTAIN MIKE'S PIZZA,4870 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,Food storage food storage containers identified,G,-122.262675,37.83549374,-13610218.724,"4556212.5901"
FA0325559,827046,MOUNTAIN MIKE'S PIZZA,4870 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,Nonfood-contact surfaces clean,G,-122.262675,37.83549374,-13610218.724,"4556212.5901"
FA0325559,827047,MOUNTAIN MIKE'S PIZZA,4870 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,"Equipment, utensils and linens: storage and use",G,-122.262675,37.83549374,-13610218.724,"4556212.5901"
FA0325559,827048,MOUNTAIN MIKE'S PIZZA,4870 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,Wiping cloths: properly used and stored,G,-122.262675,37.83549374,-13610218.724,"4556212.5901"
FA0304892,826923,N OAKLAND COMM CHARTER SCHOOL,1000 42ND ST,EMERYVILLE,CA,94608,2024-01-30,Hot and cold water available,G,-122.2765515,37.833201,-13611763.4489,"4555889.4314"
FA0304892,826924,N OAKLAND COMM CHARTER SCHOOL,1000 42ND ST,EMERYVILLE,CA,94608,2024-01-30,"Food in good condition, safe and unadulterated",G,-122.2765515,37.833201,-13611763.4489,"4555889.4314"
FA0313640,827147,OCHOA MIDDLE SCHOOL,2121 DEPOT RD,HAYWARD,CA,94545,2024-01-22,Food storage food storage containers identified,G,-122.109336,37.639044,-13593149.1046,"4528559.5793"
FA0310313,826903,ONCE TEA,1081 B ST,HAYWARD,CA,94541,2024-01-31,"Food in good condition, safe and unadulterated",G,-122.0811435,37.673559,-13590010.7299,"4533412.7336"
FA0310313,826904,ONCE TEA,1081 B ST,HAYWARD,CA,94541,2024-01-31,"Food in good condition, safe and unadulterated",G,-122.0811435,37.673559,-13590010.7299,"4533412.7336"
FA0310313,826905,ONCE TEA,1081 B ST,HAYWARD,CA,94541,2024-01-31,Food contact surfaces: clean and sanitized,G,-122.0811435,37.673559,-13590010.7299,"4533412.7336"
FA0310313,826906,ONCE TEA,1081 B ST,HAYWARD,CA,94541,2024-01-31,Signs posted last inspection report available,G,-122.0811435,37.673559,-13590010.7299,"4533412.7336"
FA0324972,827214,OUMI SUSHI @ SPROUTS 284,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Equipment/Utensils - approved installed clean g,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0324972,827215,OUMI SUSHI @ SPROUTS 284,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,"Equipment, utensils and linens: storage and use",G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0322017,826943,PAPA JOHN'S PIZZA,20824 MISSION BLVD,HAYWARD,CA,94541,2024-02-05,Adequate ventilation and lighting designated area,G,-122.0984775,37.685133,-13591940.3419,"4535040.6592"
FA0322017,826944,PAPA JOHN'S PIZZA,20824 MISSION BLVD,HAYWARD,CA,94541,2024-02-05,"Floors, walls and ceilings: built, maintained, and",G,-122.0984775,37.685133,-13591940.3419,"4535040.6592"
FA0322017,826945,PAPA JOHN'S PIZZA,20824 MISSION BLVD,HAYWARD,CA,94541,2024-02-05,Signs posted last inspection report available,G,-122.0984775,37.685133,-13591940.3419,"4535040.6592"
FA0006390,826939,PENA'S BAKERY,3355 FOOTHILL BLVD,OAKLAND,CA,94601,2024-01-31,Adequate handwashing facilities supplied & accessi,G,-122.22053008,37.7829254,-13605527.173,"4548805.675"
FA0006390,826940,PENA'S BAKERY,3355 FOOTHILL BLVD,OAKLAND,CA,94601,2024-01-31,Equipment/Utensils - approved installed clean g,G,-122.22053008,37.7829254,-13605527.173,"4548805.675"
FA0006390,826941,PENA'S BAKERY,3355 FOOTHILL BLVD,OAKLAND,CA,94601,2024-01-31,Wiping cloths: properly used and stored,G,-122.22053008,37.7829254,-13605527.173,"4548805.675"
FA0006390,826942,PENA'S BAKERY,3355 FOOTHILL BLVD,OAKLAND,CA,94601,2024-01-31,Signs posted last inspection report available,G,-122.22053008,37.7829254,-13605527.173,"4548805.675"
FA0320818,826954,PERALTA ELEMENTARY SCHOOL,460 63RD ST,OAKLAND,CA,94609,2024-02-01,Hot and cold water available,G,-122.258844,37.849689,-13609792.2591,"4558213.6167"
FA0320818,826955,PERALTA ELEMENTARY SCHOOL,460 63RD ST,OAKLAND,CA,94609,2024-02-01,Adequate handwashing facilities supplied & accessi,G,-122.258844,37.849689,-13609792.2591,"4558213.6167"
FA0335938,826949,PIPPAL,5614 BAY ST 235,EMERYVILLE,CA,94608,2024-01-31,Adequate handwashing facilities supplied & accessi,G,-122.291829,37.833543,-13613464.1325,"4555937.6352"
FA0335938,826950,PIPPAL,5614 BAY ST 235,EMERYVILLE,CA,94608,2024-01-31,Proper hot and cold holding temperatures,G,-122.291829,37.833543,-13613464.1325,"4555937.6352"
FA0335938,826951,PIPPAL,5614 BAY ST 235,EMERYVILLE,CA,94608,2024-01-31,Equipment/Utensils - approved installed clean g,G,-122.291829,37.833543,-13613464.1325,"4555937.6352"
FA0335938,826952,PIPPAL,5614 BAY ST 235,EMERYVILLE,CA,94608,2024-01-31,"Equipment, utensils and linens: storage and use",G,-122.291829,37.833543,-13613464.1325,"4555937.6352"
FA0335938,826953,PIPPAL,5614 BAY ST 235,EMERYVILLE,CA,94608,2024-01-31,Wiping cloths: properly used and stored,G,-122.291829,37.833543,-13613464.1325,"4555937.6352"
FA0324697,826973,POKE GO,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,Wiping cloths: properly used and stored,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0324697,826974,POKE GO,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,"Floors, walls and ceilings: built, maintained, and",G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0006927,827066,PUPUSERIA Y TAQUERIA LOS COCOS,29617 MISSION BLVD,HAYWARD,CA,94544,2024-02-01,Food storage food storage containers identified,G,-122.04741024,37.63001286,-13586255.5606,"4527290.0828"
FA0006927,827067,PUPUSERIA Y TAQUERIA LOS COCOS,29617 MISSION BLVD,HAYWARD,CA,94544,2024-02-01,"Floors, walls and ceilings: built, maintained, and",G,-122.04741024,37.63001286,-13586255.5606,"4527290.0828"
FA0006927,827068,PUPUSERIA Y TAQUERIA LOS COCOS,29617 MISSION BLVD,HAYWARD,CA,94544,2024-02-01,Signs posted last inspection report available,G,-122.04741024,37.63001286,-13586255.5606,"4527290.0828"
FA0303354,826898,QUIK STOP MARKETS #5127,505 A ST,HAYWARD,CA,94541,2024-01-29,Proper hot and cold holding temperatures,G,-122.0913888,37.66995285,-13591151.2315,"4532905.5673"
FA0303354,826899,QUIK STOP MARKETS #5127,505 A ST,HAYWARD,CA,94541,2024-01-29,"Equipment, utensils and linens: storage and use",G,-122.0913888,37.66995285,-13591151.2315,"4532905.5673"
FA0303354,826900,QUIK STOP MARKETS #5127,505 A ST,HAYWARD,CA,94541,2024-01-29,Signs posted last inspection report available,G,-122.0913888,37.66995285,-13591151.2315,"4532905.5673"
FA0304083,827127,SHAHI DARBAR INDIAN CUSINE,26953 MISSION BLVD F,HAYWARD,CA,94544,2024-01-18,Proper reheating procedures for hot holding,G,-122.0623965,37.644462,-13587923.8234,"4529321.255"
FA0304083,827128,SHAHI DARBAR INDIAN CUSINE,26953 MISSION BLVD F,HAYWARD,CA,94544,2024-01-18,"Food in good condition, safe and unadulterated",G,-122.0623965,37.644462,-13587923.8234,"4529321.255"
FA0304083,827129,SHAHI DARBAR INDIAN CUSINE,26953 MISSION BLVD F,HAYWARD,CA,94544,2024-01-18,Food storage food storage containers identified,G,-122.0623965,37.644462,-13587923.8234,"4529321.255"
FA0304083,827130,SHAHI DARBAR INDIAN CUSINE,26953 MISSION BLVD F,HAYWARD,CA,94544,2024-01-18,"Equipment, utensils and linens: storage and use",G,-122.0623965,37.644462,-13587923.8234,"4529321.255"
FA0304083,827131,SHAHI DARBAR INDIAN CUSINE,26953 MISSION BLVD F,HAYWARD,CA,94544,2024-01-18,Nonfood-contact surfaces clean,G,-122.0623965,37.644462,-13587923.8234,"4529321.255"
FA0004929,827070,SHANGRI-LA,6568 VILLAGE PKWY,DUBLIN,CA,94568,2024-02-06,Adequate handwashing facilities supplied & accessi,G,-121.9234545,37.705473,-13572456.8707,"4537902.1704"
FA0004929,827071,SHANGRI-LA,6568 VILLAGE PKWY,DUBLIN,CA,94568,2024-02-06,Nonfood-contact surfaces clean,G,-121.9234545,37.705473,-13572456.8707,"4537902.1704"
FA0004929,827072,SHANGRI-LA,6568 VILLAGE PKWY,DUBLIN,CA,94568,2024-02-06,Adequate ventilation and lighting designated area,G,-121.9234545,37.705473,-13572456.8707,"4537902.1704"
FA0004929,827073,SHANGRI-LA,6568 VILLAGE PKWY,DUBLIN,CA,94568,2024-02-06,"Floors, walls and ceilings: built, maintained, and",G,-121.9234545,37.705473,-13572456.8707,"4537902.1704"
FA0323052,826976,SHUMI RAMEN,18911 LAKE CHABOT RD 1,CASTRO VALLEY,CA,94546,2024-02-05,Proper hot and cold holding temperatures,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323052,826977,SHUMI RAMEN,18911 LAKE CHABOT RD 1,CASTRO VALLEY,CA,94546,2024-02-05,Hot and cold water available,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323052,826978,SHUMI RAMEN,18911 LAKE CHABOT RD 1,CASTRO VALLEY,CA,94546,2024-02-05,Equipment/Utensils - approved installed clean g,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323052,826979,SHUMI RAMEN,18911 LAKE CHABOT RD 1,CASTRO VALLEY,CA,94546,2024-02-05,Signs posted last inspection report available,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0325083,827216,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Proper hot and cold holding temperatures,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827217,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Food contact surfaces: clean and sanitized,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827218,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Food storage food storage containers identified,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827219,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Nonfood-contact surfaces clean,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827220,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,"Equipment, utensils and linens: storage and use",G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827221,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,"Floors, walls and ceilings: built, maintained, and",G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827222,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Signs posted last inspection report available,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827238,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Food contact surfaces: clean and sanitized,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827239,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,"Equipment, utensils and linens: storage and use",G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827240,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,"Floors, walls and ceilings: built, maintained, and",G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827241,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Hot and cold water available,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827242,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,"No rodents, insects, birds, or animals",G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827243,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Food properly labeled & honestly presented,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827244,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,"Equipment, utensils and linens: storage and use",G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827245,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Thermometers provided and accurate,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827246,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,"Toilet facilities: properly constructed, supplied,",G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827247,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,"Floors, walls and ceilings: built, maintained, and",G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0325083,827248,SPROUTS FARMERS MARKET,1075 MONROE ST,ALBANY,CA,94706,2024-02-07,Signs posted last inspection report available,G,-122.29848546,37.88435502,-13614205.1262,"4563101.9122"
FA0002181,827016,ST. ELIZABETH ELEMENTARY SCHOOL,1516 33RD AVE,OAKLAND,CA,94601,2024-02-06,Equipment/Utensils - approved installed clean g,G,-122.223519,37.77849,-13605859.898,"4548180.9652"
FA0002181,827017,ST. ELIZABETH ELEMENTARY SCHOOL,1516 33RD AVE,OAKLAND,CA,94601,2024-02-06,Signs posted last inspection report available,G,-122.223519,37.77849,-13605859.898,"4548180.9652"
FA0006344,827061,SUBWAY # 2314,6700 SANTA RITA RD L,PLEASANTON,CA,94588,2024-02-06,"Toxic substances properly identified, stored, used",G,-121.870998,37.699326,-13566617.4398,"4537037.3035"
FA0006344,827062,SUBWAY # 2314,6700 SANTA RITA RD L,PLEASANTON,CA,94588,2024-02-06,Food storage food storage containers identified,G,-121.870998,37.699326,-13566617.4398,"4537037.3035"
FA0006344,827063,SUBWAY # 2314,6700 SANTA RITA RD L,PLEASANTON,CA,94588,2024-02-06,"Equipment, utensils and linens: storage and use",G,-121.870998,37.699326,-13566617.4398,"4537037.3035"
FA0006344,827064,SUBWAY # 2314,6700 SANTA RITA RD L,PLEASANTON,CA,94588,2024-02-06,Signs posted last inspection report available,G,-121.870998,37.699326,-13566617.4398,"4537037.3035"
FA0323002,826980,T4 - CV,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,Hands clean and properly washed gloves used prope,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323002,826981,T4 - CV,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,Food contact surfaces: clean and sanitized,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323002,826982,T4 - CV,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,Nonfood-contact surfaces clean,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323002,826983,T4 - CV,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,Equipment/Utensils - approved installed clean g,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323002,826984,T4 - CV,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,Wiping cloths: properly used and stored,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323002,826985,T4 - CV,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,Premises personal/cleaning items vermin-proofing,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323002,826986,T4 - CV,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,"Floors, walls and ceilings: built, maintained, and",G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0323002,826987,T4 - CV,18911 LAKE CHABOT RD,CASTRO VALLEY,CA,94546,2024-02-05,Signs posted last inspection report available,G,-122.091165,37.708731,-13591126.3182,"4538360.5916"
FA0001234,827124,TACO BELL #30763,3535 35TH AVE,OAKLAND,CA,94619,2024-02-07,Adequate handwashing facilities supplied & accessi,G,-122.2011585,37.793763,-13603370.7386,"4550332.2689"
FA0001234,827125,TACO BELL #30763,3535 35TH AVE,OAKLAND,CA,94619,2024-02-07,Adequate ventilation and lighting designated area,G,-122.2011585,37.793763,-13603370.7386,"4550332.2689"
FA0001234,827126,TACO BELL #30763,3535 35TH AVE,OAKLAND,CA,94619,2024-02-07,Garbage and refuse properly disposed facilities m,G,-122.2011585,37.793763,-13603370.7386,"4550332.2689"
FA0331428,827039,TELEGRAPH MINI MARKET,3933 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,Adequate handwashing facilities supplied & accessi,G,-122.26466066,37.82866778,-13610439.7667,"4555250.5096"
FA0331428,827040,TELEGRAPH MINI MARKET,3933 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,Food storage food storage containers identified,G,-122.26466066,37.82866778,-13610439.7667,"4555250.5096"
FA0331428,827041,TELEGRAPH MINI MARKET,3933 TELEGRAPH AVE,OAKLAND,CA,94609,2024-02-06,"Toilet facilities: properly constructed, supplied,",G,-122.26466066,37.82866778,-13610439.7667,"4555250.5096"
FA0307943,827199,THAI BASIL EXPRESS (ULFERT CENTER),4288 DUBLIN BLVD,DUBLIN,CA,94568,2024-02-07,Demonstration of knowledge food manager certifica,G,-121.8759615,37.705203,-13567169.9741,"4537864.1806"
FA0307943,827200,THAI BASIL EXPRESS (ULFERT CENTER),4288 DUBLIN BLVD,DUBLIN,CA,94568,2024-02-07,Food separated and protected,G,-121.8759615,37.705203,-13567169.9741,"4537864.1806"
FA0307943,827201,THAI BASIL EXPRESS (ULFERT CENTER),4288 DUBLIN BLVD,DUBLIN,CA,94568,2024-02-07,Equipment/Utensils - approved installed clean g,G,-121.8759615,37.705203,-13567169.9741,"4537864.1806"
FA0307943,827202,THAI BASIL EXPRESS (ULFERT CENTER),4288 DUBLIN BLVD,DUBLIN,CA,94568,2024-02-07,Adequate ventilation and lighting designated area,G,-121.8759615,37.705203,-13567169.9741,"4537864.1806"
FA0307943,827203,THAI BASIL EXPRESS (ULFERT CENTER),4288 DUBLIN BLVD,DUBLIN,CA,94568,2024-02-07,"Floors, walls and ceilings: built, maintained, and",G,-121.8759615,37.705203,-13567169.9741,"4537864.1806"
FA0307943,827204,THAI BASIL EXPRESS (ULFERT CENTER),4288 DUBLIN BLVD,DUBLIN,CA,94568,2024-02-07,Signs posted last inspection report available,G,-121.8759615,37.705203,-13567169.9741,"4537864.1806"
FA0303625,826907,THE GURKHA KITCHEN,855 B ST,HAYWARD,CA,94541,2024-01-31,"Food in good condition, safe and unadulterated",G,-122.0842395,37.671732,-13590355.375,"4533155.7826"
FA0303625,826908,THE GURKHA KITCHEN,855 B ST,HAYWARD,CA,94541,2024-01-31,"Equipment, utensils and linens: storage and use",G,-122.0842395,37.671732,-13590355.375,"4533155.7826"
FA0303625,826909,THE GURKHA KITCHEN,855 B ST,HAYWARD,CA,94541,2024-01-31,Signs posted last inspection report available,G,-122.0842395,37.671732,-13590355.375,"4533155.7826"
FA0003871,826931,THE KEBAB SHOP,4247 ROSEWOOD DR 19,PLEASANTON,CA,94588,2024-02-05,Adequate handwashing facilities supplied & accessi,G,-121.8732885,37.6983,-13566872.4171,"4536892.9549"
FA0003871,826932,THE KEBAB SHOP,4247 ROSEWOOD DR 19,PLEASANTON,CA,94588,2024-02-05,Proper hot and cold holding temperatures,G,-121.8732885,37.6983,-13566872.4171,"4536892.9549"
FA0003871,826933,THE KEBAB SHOP,4247 ROSEWOOD DR 19,PLEASANTON,CA,94588,2024-02-05,"Equipment, utensils and linens: storage and use",G,-121.8732885,37.6983,-13566872.4171,"4536892.9549"
FA0003871,826934,THE KEBAB SHOP,4247 ROSEWOOD DR 19,PLEASANTON,CA,94588,2024-02-05,Premises personal/cleaning items vermin-proofing,G,-121.8732885,37.6983,-13566872.4171,"4536892.9549"
FA0320659,827154,TWO HANDS FRESH CORN DOGS,3742 FALLON RD,DUBLIN,CA,94568,2024-02-07,Food contact surfaces: clean and sanitized,G,-121.851342,37.703988,-13564429.3439,"4537693.2282"
FA0320659,827155,TWO HANDS FRESH CORN DOGS,3742 FALLON RD,DUBLIN,CA,94568,2024-02-07,Food storage food storage containers identified,G,-121.851342,37.703988,-13564429.3439,"4537693.2282"
